date,campaign_id,impressions,clicks,ctr,spend,cpc,conversions,cpa,revenue,roi
2025-04-12,Friction_Campaign_2,14204,711,0.05005632216277105,860.0574138927619,1.2096447452781462,64,13.438397092074405,4399.220707221252,5.115031434133743
2025-04-13,Friction_Campaign_2,13400,633,0.047238805970149254,716.031636730625,1.1311716220073065,53,13.510030881709906,3406.7660030735074,4.757842849833675
2025-04-14,Friction_Campaign_2,16347,753,0.046063497889521014,947.6686859011539,1.2585241512631526,62,15.284978804857321,4433.953940299149,4.678801786177864
2025-04-15,Friction_Campaign_2,16054,685,0.042668493833312574,830.3231928216086,1.212150646454903,52,15.967753708107857,3511.5406727919867,4.229125120375177
2025-04-16,Friction_Campaign_2,18926,898,0.047447955193913136,1259.9477931642732,1.4030599033009723,77,16.36295835278277,5902.9830085753365,4.685101272133186
2025-04-17,Friction_Campaign_2,19484,898,0.04608909874769041,1274.8093129333852,1.4196094798812753,75,16.99745750577847,5707.7142518085275,4.477308248301746
2025-04-18,Friction_Campaign_2,18782,789,0.042008305824725804,1062.1761151425978,1.3462308176712268,60,17.70293525237663,4249.961117570654,4.001183096646919
2025-04-19,Friction_Campaign_2,11877,373,0.031405237012713645,390.7962167653833,1.0477110369045128,21,18.609343655494442,1136.5958401645366,2.9084105510849874
2025-04-20,Friction_Campaign_2,15114,571,0.03777954214635437,750.103415498804,1.3136662267930017,40,18.7525853874701,2666.0294170135685,3.5542158080172337
2025-04-21,Friction_Campaign_2,17624,588,0.03336359509759419,710.5327620107278,1.2083890510386526,36,19.73702116696466,2168.4148096855306,3.0518153780117903
2025-04-22,Friction_Campaign_2,17305,537,0.031031493787922564,628.6984025581828,1.1707605261791114,31,20.280593630909124,1777.9097414345872,2.827921518808139
2025-04-23,Friction_Campaign_2,19009,614,0.03230048924193803,779.6110771959541,1.2697248814266353,37,21.070569653944705,2262.389000189374,2.9019456833868538
2025-04-24,Friction_Campaign_2,23367,880,0.037659947789617836,1356.8821315347054,1.5419115131076198,63,21.53781161166199,4599.987890185832,3.390116048608439
2025-04-25,Friction_Campaign_2,22030,741,0.033635950975941895,1064.7302299676987,1.436882901440889,48,22.181879790993722,3212.4821058910115,3.0171793901150625
2025-04-26,Friction_Campaign_2,18562,623,0.033563193621377004,932.3717226255915,1.4965838244391516,40,23.309293065639785,2743.3251615119425,2.9423084108413784
2025-04-27,Friction_Campaign_2,17049,498,0.029209924335738168,677.3086300046825,1.360057489969242,28,24.189593928738663,1717.4444008134844,2.5356895287184087
2025-04-28,Friction_Campaign_2,25287,832,0.03290228180487998,1328.952553444785,1.597298742121136,54,24.610232471199723,3829.1984422043324,2.8813658036764718
2025-03-30,Fatigue_Campaign_3,9798,245,0.025005103082261688,522.3518581238079,2.1320484005053384,20,26.117592906190396,1425.5479193998397,2.729095143875139
2025-03-31,Fatigue_Campaign_3,11036,248,0.02247191011235955,471.7506609218241,1.902220406942839,18,26.208370051212448,1144.6905747745202,2.4264737065502744
2025-04-01,Fatigue_Campaign_3,11020,248,0.02250453720508167,466.42699658606716,1.8807540184922062,18,25.912610921448177,1131.7728432413066,2.4264737065502744
2025-04-02,Fatigue_Campaign_3,9375,179,0.019093333333333334,283.63398855253894,1.584547422081223,11,25.78490805023081,582.7102959349239,2.0544445286993014
2025-04-03,Fatigue_Campaign_3,10567,228,0.02157660641620138,403.29531624175104,1.7688391063234694,16,25.20595726510944,946.1567222113089,2.3460642464891546
2025-04-04,Fatigue_Campaign_3,10114,208,0.02056555269922879,348.78141273139363,1.676833715054777,14,24.912958052242402,784.8249454264202,2.2501914287239724
2025-04-05,Fatigue_Campaign_3,9966,253,0.025386313465783666,517.6004285771123,2.0458514963522227,21,24.647639456052968,1436.3099404785726,2.774939627517311
2025-04-06,Fatigue_Campaign_3,7296,135,0.01850328947368421,200.324741349512,1.4838869729593482,8,25.040592668689,396.86753573236786,1.9811209192575086
2025-04-07,Fatigue_Campaign_3,12224,305,0.024950916230366493,600.9636718916144,1.9703726947266045,25,24.038546875664576,1646.8087067957804,2.7402799600385617
2025-04-08,Fatigue_Campaign_3,11300,260,0.023008849557522124,469.21359913765394,1.8046676889909767,19,24.695452586192314,1146.3193120791557,2.443064979757456
2025-04-09,Fatigue_Campaign_3,9640,189,0.019605809128630705,317.16065874980677,1.678098723543951,12,26.430054895817232,673.2145883729293,2.12262955634733
2025-04-10,Fatigue_Campaign_3,9486,166,0.017499472907442547,268.9434534979274,1.6201412861320927,9,29.882605944214156,468.7236045483774,1.7428332924712353
2025-04-11,Fatigue_Campaign_3,10672,191,0.017897301349325337,342.1712124576376,1.791472316532134,11,31.106473859785236,610.0055641887142,1.782749518310912
2025-04-12,Fatigue_Campaign_3,8426,135,0.016021837170662235,234.93160346617094,1.7402340997494143,7,33.56165763802442,363.6155579855789,1.5477507181699284
2025-04-13,Fatigue_Campaign_3,11061,211,0.01907603290841696,475.0928307506357,2.251624790287373,13,36.54560236543352,843.5991821117174,1.7756512569950806
2025-04-14,Fatigue_Campaign_3,13620,233,0.0171071953010279,509.9524020731906,2.1886369187690584,13,39.22710785178389,792.666660904099,1.554393425114864
2025-04-15,Fatigue_Campaign_3,12318,173,0.01404448774151648,338.2414666021642,1.9551529861396777,8,42.28018332527053,421.7002056134383,1.24674307337201
2025-04-16,Fatigue_Campaign_3,15941,263,0.016498337619973654,657.8879107491385,2.501474945814215,15,43.859194049942566,980.013847354096,1.489636503942065
2025-04-17,Fatigue_Campaign_3,13995,183,0.01307609860664523,397.6405303534649,2.1728990729697535,8,49.70506629418311,440.2611622734162,1.1071838222378025
2025-04-18,Fatigue_Campaign_3,15451,202,0.013073587470066662,479.8212402833942,2.3753526746702684,9,53.313471142599354,525.5166325735574,1.0952342006851852
2025-04-19,Fatigue_Campaign_3,14280,195,0.01365546218487395,530.1941899295846,2.7189445637414593,10,53.01941899295846,649.272610470096,1.2245939748157675
2025-04-20,Fatigue_Campaign_3,12706,139,0.0109397135211711,333.3770357249947,2.3983959404675876,5,66.67540714499894,278.4089279485912,0.83511729397658
2025-04-21,Fatigue_Campaign_3,18831,218,0.011576655514842547,614.9141813501558,2.8207072538997973,10,61.49141813501558,637.163758406511,1.0361832231735202
2025-04-22,Fatigue_Campaign_3,18478,188,0.01017426128368871,516.402818230855,2.746823501227952,7,73.77183117583643,422.90222675183816,0.8189386498715467
2025-04-23,Fatigue_Campaign_3,16790,137,0.008159618820726623,339.4974644918746,2.4780836824224424,4,84.87436612296865,212.4252442608655,0.6257049506357936
2025-04-24,Fatigue_Campaign_3,19689,166,0.008431103661943218,479.1157145687088,2.886239244389812,6,79.8526190947848,361.8414879284796,0.7552277600708686
2025-04-25,Fatigue_Campaign_3,20201,153,0.007573882481065294,450.1836799502469,2.942376993138869,5,90.03673599004938,299.90191418280165,0.6661767797001126
2025-04-26,Fatigue_Campaign_3,16086,104,0.006465249285092627,302.7609465115468,2.9111629472264116,3,100.92031550384894,173.7933894879183,0.5740284256948909
2025-04-27,Fatigue_Campaign_3,18536,118,0.006365990504963314,393.57739279746346,3.335401633876809,4,98.39434819936587,259.31906493746146,0.6588769316608287
2025-04-28,Fatigue_Campaign_3,22281,113,0.005071585655940038,360.4667586266195,3.1899713152798186,3,120.15558620887316,181.78168723974122,0.5042952862902824
2025-03-30,Failure_Campaign_4,6267,81,0.01292484442316898,159.44568510532244,1.9684652482138574,3,53.14856170177415,161.29378401991687,1.0115907740831849
2025-03-31,Failure_Campaign_4,7918,104,0.013134629957059864,204.8634530006106,1.9698408942366403,5,40.97269060012212,269.0108381279101,1.3131226394349036
2025-04-01,Failure_Campaign_4,6959,80,0.011495904583991953,137.15751227006848,1.714468903375856,3,45.71917075668949,140.48161493371003,1.0242356587592247
2025-04-02,Failure_Campaign_4,7423,91,0.012259194395796848,164.80017983103747,1.810990987154258,4,41.20004495775937,197.8540316517291,1.2005692703404833
2025-04-03,Failure_Campaign_4,6544,71,0.01084963325183374,112.267897627762,1.5812379947572113,2,56.133948813881,86.37655142481428,0.7693788985984786
2025-04-04,Failure_Campaign_4,7130,84,0.011781206171107995,150.50232116951048,1.7916942996370295,3,50.16744038983683,146.80937530271044,0.9754625321516425
2025-04-05,Failure_Campaign_4,5909,63,0.01066170248773058,114.75930731541591,1.8215763065939032,2,57.379653657707955,93.87287589254854,0.8179979305254865
2025-04-06,Failure_Campaign_4,6067,57,0.009395088181968023,104.87499222402109,1.8399121442810717,2,52.43749611201054,89.73826795984861,0.855668887852318
2025-04-07,Failure_Campaign_4,7687,64,0.008325744763887082,117.63301936003792,1.8380159275005925,2,58.81650968001896,85.08752335880301,0.7233302674853281
2025-04-08,Failure_Campaign_4,8937,76,0.008503972250195816,160.32795833086033,2.1095783990902675,2,80.16397916543016,92.93356650737424,0.5796466659644736
2025-04-09,Failure_Campaign_4,9834,80,0.008135041692088672,183.5602381879637,2.2945029773495462,2,91.78011909398185,96.41484178587139,0.5252490557739614
2025-04-10,Failure_Campaign_4,8513,52,0.006108304945377657,102.21230689107445,1.9656212863668163,1,102.21230689107445,39.47567476692296,0.38621254101026575
2025-04-11,Failure_Campaign_4,12756,100,0.00783944810285356,291.7510140581407,2.917510140581407,3,97.25033801938024,168.35030539578116,0.577034173948859
2025-04-12,Failure_Campaign_4,9909,64,0.006458774851145424,179.75343586702414,2.808647435422252,1,179.75343586702414,51.83273614850662,0.2883546336596916
2025-04-13,Failure_Campaign_4,7786,33,0.004238376573336759,72.25937008455,2.18967788135,0,,0.0,0.0
2025-04-14,Failure_Campaign_4,12163,54,0.0044396941544026965,146.69670918329007,2.716605725616483,1,146.69670918329007,46.37407424943133,0.3161221169009953
2025-04-15,Failure_Campaign_4,13894,58,0.004174463797322585,178.78997622863878,3.082585797045496,1,178.78997622863878,50.71958706054174,0.28368249792528033
2025-04-16,Failure_Campaign_4,13659,44,0.003221319276667399,132.52011839306664,3.011820872569696,0,,0.0,0.0
2025-04-17,Failure_Campaign_4,12738,29,0.002276652535719893,80.98861205684177,2.792710760580751,0,,0.0,0.0
2025-04-18,Failure_Campaign_4,13743,23,0.0016735792767226952,68.93457811009222,2.9971555700040096,0,,0.0,0.0
2025-04-19,Failure_Campaign_4,13677,17,0.0012429626380054105,63.070671865953045,3.7100395215266495,0,,0.0,0.0
2025-04-20,Failure_Campaign_4,11529,4,0.00034695116662329775,12.452195033664083,3.1130487584160207,0,,0.0,0.0
2025-04-21,Failure_Campaign_4,20394,1,4.903402961655389e-05,1.0,1.0,0,,0.0,0.0
2025-04-22,Failure_Campaign_4,16063,1,6.225487144369047e-05,1.0,1.0,0,,0.0,0.0
2025-04-23,Failure_Campaign_4,17200,1,5.8139534883720933e-05,1.0,1.0,0,,0.0,0.0
2025-04-24,Failure_Campaign_4,15794,1,6.331518298087882e-05,1.0,1.0,0,,0.0,0.0
2025-04-25,Failure_Campaign_4,20657,1,4.840974003969599e-05,1.0,1.0,0,,0.0,0.0
2025-04-26,Failure_Campaign_4,15556,1,6.428387760349704e-05,1.0,1.0,0,,0.0,0.0
2025-04-27,Failure_Campaign_4,17857,1,5.600044800358403e-05,1.0,1.0,0,,0.0,0.0
2025-04-28,Failure_Campaign_4,16132,1,6.198859409868585e-05,1.0,1.0,0,,0.0,0.0
2025-03-30,New_Campaign_5,2336,139,0.05950342465753425,82.81067712013012,0.5957602670512958,16,5.175667320008133,1017.6264742575019,12.288590187244479
2025-03-31,New_Campaign_5,3361,230,0.06843201428146385,156.1624329025842,0.678967099576453,31,5.0374978355672315,2247.0218885249465,14.389004107835992
2025-04-01,New_Campaign_5,3907,312,0.0798566675198362,243.8021373569256,0.7814171069132231,49,4.975553823610727,4087.670430449601,16.766343702989214
2025-04-02,New_Campaign_5,3463,245,0.07074790643950332,168.04180948863439,0.6858849366883036,34,4.942406161430423,2489.5855858456357,14.81527480227485
2025-04-03,New_Campaign_5,3134,200,0.06381620931716656,122.95873451904811,0.6147936725952405,25,4.918349380761924,1640.8401584695434,13.344640906460803
2025-04-04,New_Campaign_5,3846,302,0.07852314092563703,225.68893692157147,0.7473143606674552,46,4.906281237425467,3669.932177744257,16.261019382707204
2025-04-05,New_Campaign_5,2880,211,0.07326388888888889,146.2144405543123,0.6929594339066933,30,4.873814685143743,2219.3507539750035,15.178738471803758
2025-04-06,New_Campaign_5,3330,283,0.08498498498498498,224.57659867070322,0.7935568857622022,47,4.778225503631983,3981.739111434068,17.729982264414353
2025-04-07,New_Campaign_5,4363,389,0.08915883566353426,320.56498867083303,0.8240745210047121,68,4.714191009865192,5982.356338256535,18.661914275359063
2025-04-08,New_Campaign_5,3816,297,0.07783018867924528,212.10854757754814,0.7141701938637984,45,4.71352327950107,3430.9241219555593,16.17532231086158
2025-04-09,New_Campaign_5,3806,296,0.07777193904361535,208.93949238797288,0.7058766634728814,45,4.643099830843842,3391.08141538666,16.229968670019893
2025-04-10,New_Campaign_5,3801,295,0.07761115495922126,206.0784323555553,0.6985709571374755,45,4.57952071901234,3355.9842854456033,16.28498551296911
2025-04-11,New_Campaign_5,3836,300,0.07820646506777894,209.59423905011366,0.6986474635003789,46,4.556396501089427,3430.937423588983,16.36942617859192
2025-04-12,New_Campaign_5,2708,187,0.0690546528803545,114.30019869912934,0.6112310090862532,25,4.572007947965173,1631.3316654299456,14.272343215466098
2025-04-13,New_Campaign_5,2674,182,0.06806282722513089,108.88229901139478,0.5982543901724988,24,4.5367624588081155,1532.8300814526124,14.077862934288321
2025-04-14,New_Campaign_5,4371,390,0.08922443376801648,302.3774786364719,0.7753268682986458,68,4.44672762700694,5628.473501561483,18.614063213114555
2025-04-15,New_Campaign_5,3904,311,0.07966188524590163,213.54619176447326,0.6866437034227436,48,4.448878995093193,3518.5972426978115,16.47698427035675
2025-04-16,New_Campaign_5,3815,297,0.07785058977719528,197.55578664990065,0.6651709988212143,45,4.390128592220014,3195.5285234379476,16.175322310861578
2025-04-17,New_Campaign_5,4056,336,0.08284023668639054,235.5931033425005,0.7011699504241087,54,4.362835247083343,4042.164039614202,17.157395451163886
2025-04-18,New_Campaign_5,3858,304,0.07879730430274753,201.07114606680125,0.6614182436407936,47,4.278109490783005,3318.722245338515,16.505213752727833
2025-04-19,New_Campaign_5,3163,255,0.08061966487511855,171.41546143802157,0.6722174958353787,40,4.285386535950539,2870.5603497483,16.74621603948022
2025-04-20,New_Campaign_5,2828,204,0.07213578500707214,121.6123861374623,0.5961391477326583,29,4.193530556464217,1845.6209827720115,15.176258285778951
2025-04-21,New_Campaign_5,4172,355,0.08509108341323106,247.68046732977018,0.6976914572669582,59,4.197974022538478,4394.528605465928,17.742733824928163
2025-04-22,New_Campaign_5,5146,541,0.10513019821220365,461.7221550197848,0.8534605453230772,112,4.122519241248079,10204.655556631138,22.10129066948037
2025-04-23,New_Campaign_5,4799,470,0.09793707022296312,371.0544096722725,0.7894774673878139,90,4.122826774136361,7585.411180343396,20.44285415457825
2025-04-24,New_Campaign_5,3783,292,0.07718741739360296,180.29495781382388,0.6174484856637804,44,4.097612677586906,2900.3491684362484,16.086690407788364
2025-04-25,New_Campaign_5,4774,465,0.09740259740259741,359.4066507082271,0.7729175284047896,89,4.038276974249743,7343.786489212247,20.433084570752886
2025-04-26,New_Campaign_5,3677,345,0.09382648898558607,254.75897006159096,0.7384317972799738,63,4.0437931755808085,4966.470012981309,19.494779759003606
2025-04-27,New_Campaign_5,2974,226,0.07599193006052454,133.92966447138826,0.5926091348291516,33,4.05847468095116,2087.753210976429,15.58843008542324
2025-04-28,New_Campaign_5,4002,327,0.08170914542728636,206.95760749564406,0.632897882249676,52,3.979953990300847,3513.4507071378785,16.976668553784997
2025-03-30,Healthy_Campaign_6,19582,1311,0.06694923909713002,1458.579500008588,1.1125701754451471,140,10.418425000061342,11278.672424384858,7.73264153535577
2025-03-31,Healthy_Campaign_6,21315,1242,0.05826882477128782,1191.3184953434954,0.9591936355422669,116,10.269987028823236,8056.878448080618,6.762992834890523
2025-04-01,Healthy_Campaign_6,16906,781,0.046196616585827514,588.3472552636478,0.7533255509137615,57,10.321881671292067,3109.2818194189445,5.284773221259655
2025-04-02,Healthy_Campaign_6,22189,1347,0.0607057551038803,1318.9005829124164,0.9791392597716528,131,10.067943381010812,9287.916322327901,7.042165605703337
2025-04-03,Healthy_Campaign_6,23882,1560,0.06532116238171007,1628.202403489428,1.0437194894163,163,9.988971800548638,12318.956777947065,7.565986115452294
2025-04-04,Healthy_Campaign_6,18222,908,0.04982987597409724,716.2191502984361,0.7887876104608328,72,9.94748819858939,4112.397730914151,5.741814819110305
2025-04-05,Healthy_Campaign_6,18119,1122,0.06192394723770628,1089.6268753476481,0.9711469477251766,111,9.816458336465299,7805.674952719027,7.163621905185302
2025-04-06,Healthy_Campaign_6,18005,1108,0.06153846153846154,1059.2877185659522,0.9560358470811843,109,9.71823595014635,7545.763833062887,7.123431812537418
2025-04-07,Healthy_Campaign_6,22162,1343,0.06059922389676022,1252.6142037959787,0.9326985880833796,130,9.635493875353683,8779.852210163901,7.009222938361261
2025-04-08,Healthy_Campaign_6,24596,1655,0.06728736379899171,1697.4209370240128,1.0256319861172283,178,9.536072679910184,13219.471499000836,7.787974809700268
2025-04-09,Healthy_Campaign_6,22426,1375,0.061312761972710246,1274.1419012214262,0.9266486554337645,135,9.43808815719575,9058.398081647681,7.1094107123893036
2025-04-10,Healthy_Campaign_6,19940,1087,0.0545135406218656,887.5117704366606,0.8164781696749408,95,9.342229162491165,5616.5640601716605,6.328438954007653
2025-04-11,Healthy_Campaign_6,23895,1562,0.06536932412638627,1514.6834025500514,0.969707684090942,163,9.292536211963505,11445.400003251967,7.556298553204596
2025-04-12,Healthy_Campaign_6,20329,1413,0.06950661616410055,1444.212318904353,1.0220893976676242,157,9.198804579008618,11619.597102964532,8.045629407024933
2025-04-13,Healthy_Campaign_6,17465,1043,0.059719438877755514,907.858240027037,0.8704297603327297,99,9.170285252798354,6239.811351346063,6.873111986250446
2025-04-14,Healthy_Campaign_6,24328,1619,0.0665488326208484,1556.6931480486653,0.9615152242425357,172,9.050541558422474,11975.320513048337,7.692794516414204
2025-04-15,Healthy_Campaign_6,26122,1866,0.07143404027256718,1909.9218503594957,1.0235379691101263,213,8.966769250514064,15786.50877072926,8.265526030689601
2025-04-16,Healthy_Campaign_6,26394,1905,0.07217549443055239,1953.2966455154663,1.0253525698243917,220,8.878621115979392,16334.22144092847,8.36238647029363
2025-04-17,Healthy_Campaign_6,24983,1707,0.06832646199415603,1642.6407720540287,0.9622968787662735,187,8.784175251625822,13030.26408322987,7.932509837154636
2025-04-18,Healthy_Campaign_6,28464,2216,0.07785272625070264,2409.211176803025,1.0871891592071412,276,8.72902600290951,21727.84873866417,9.01865679018499
2025-04-19,Healthy_Campaign_6,21162,1531,0.07234665910594462,1533.9426904519898,1.0019220708373546,177,8.666342883909547,12841.322226945407,8.371448494703278
2025-04-20,Healthy_Campaign_6,19945,1360,0.06818751566808724,1273.6539316398353,0.93651024385282,148,8.605769808377266,10036.372724752557,7.879984095703831
2025-04-21,Healthy_Campaign_6,22380,1370,0.0612153708668454,1142.2835574730145,0.8337836185934413,134,8.524504160246376,8090.2266850263695,7.082502967059906
2025-04-22,Healthy_Campaign_6,25838,1826,0.07067110457465749,1743.408011545811,0.9547689000798527,207,8.422260925342082,14311.038285493467,8.208656947035843
2025-04-23,Healthy_Campaign_6,23063,1455,0.06308806313142262,1229.9941957310612,0.8453568355539939,147,8.367307453952797,8998.288999989521,7.315716636078339
2025-04-24,Healthy_Campaign_6,18865,973,0.05157699443413729,834.2832008045793,0.857433916551469,80,10.428540010057242,4966.988784182684,5.953600383410022
2025-04-25,Healthy_Campaign_6,23893,1515,0.06340769262964048,1629.1272478849662,1.0753315167557533,155,10.510498373451394,11949.651315393648,7.335001812109781
2025-04-26,Healthy_Campaign_6,16390,865,0.05277608297742526,789.9844459179499,0.9132768160901155,74,10.675465485377702,4797.737857176761,6.073205468750544
2025-04-27,Healthy_Campaign_6,17659,975,0.055212639447307324,950.526732067464,0.9748992123768861,87,10.925594621465104,5962.718150936109,6.273067289719215
2025-04-28,Healthy_Campaign_6,21935,1170,0.053339411898791884,1123.2743376765186,0.9600635364756569,102,11.012493506632536,6818.193804906795,6.069927511217036
2025-03-30,Friction_Campaign_7,10205,494,0.048407643312101914,478.57297713161967,0.9687712087684609,40,11.964324428290492,2924.4586512156925,6.110789348666865
2025-03-31,Friction_Campaign_7,12717,614,0.04828182747503342,587.0954303752363,0.9561814826958246,50,11.741908607504726,3608.067085257459,6.1456228384393965
2025-04-01,Friction_Campaign_7,16100,984,0.06111801242236025,1179.5241643630222,1.198703419068112,102,11.563962395715905,9227.332840443849,7.822928193613465
2025-04-02,Friction_Campaign_7,13460,688,0.05111441307578009,682.7706839247791,0.9923992498906672,59,11.57238447330134,4418.7833563416125,6.471841073991441
2025-04-03,Friction_Campaign_7,13500,692,0.05125925925925926,682.1535726094643,0.9857710586841969,60,11.369226210157738,4463.664910652904,6.543489750523333
2025-04-04,Friction_Campaign_7,14561,805,0.05528466451479981,847.7845752102502,1.0531485406338512,75,11.303794336136669,5960.945679425024,7.031203272301471
